ubicacion,telefono,email,direccion,municipio,horario,departamentopais,codigo_postal,latitud,longitud,column10
FLORIDA,(2)2643203,florida.occidente@4-72.com.co,CALLE 10  # 21-65,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,763560,-76.23646616,3.32671059,
IPIALES,(2)7732444,ipiales.occidente@4-72.com.co,CALLE 17 No. 7 - 63,NARIÑO,De 8:00 a.m. a 06:00 p.m. Jornado continua,NARIÑO,524061,-77.64245482,0.82637427,
JAMUNDI,(2) 2681407,jamundi.occidente@4-72.com.co,CALLE 10 # 8 – 68  B/  porvenir,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,764001,-76.53970397,3.260345734,
MOCOA,(8) 4295578,mocoa.occidente@4-72.com.co,CALLE 7  # 4-27 DIAG.TELECOM,PUTUMAYO,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,PUTUMAYO,860001,-76.64731101,1.145790507,
PALMIRA,(2)2728196,palmira.occidente@4-72.com.co,CALLE 31 #  28-45,VALLE DEL CAUCA,De 8:00 a.m. a 06:00 p.m. Jornado continua,VALLE DEL CAUCA,763533,-76.29915324,3.527864104,
PASTO,(2)7233550,pasto.occidente@4-72.com.co,CALLE  15 # 22 A-05,NARIÑO,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,NARIÑO,520003,-77.28021327,1.210847392,
POPAYAN,(2)8244564,pv.popayan@4-72.com.co,CALLE 4 # 5-74,CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,CAUCA,190003,-76.60525989,2.442018049,
TULUÁ,(2)2242244,tulua.occidente@4-72.com.co,CARRERA 26 # 26-21,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,763022,-76.19705787,4.085051307,
TUMACO,(2)7272519,tumaco.occidente@4-72.com.co,CALLE OBANDO 1C-48-CENTRO,NARIÑO,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,NARIÑO,,0,0,
YUMBO,(2)6955619,yumbo.occidente@4-72.com.co,CALLE 5 No. 5-72,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,760501,-76.49491485,3.582089348,
ZARZAL,(2)2206461,zarzal.occidente@4-72.com.co,CARRERA 11 #  8-47 EL CENTRO,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,762520,-76.07374477,4.392297927,
CALI,(2)8813327,zonauno.cali@4-72.com.co,CARRERA 3  # 10-49,VALLE DEL CAUCA,De 8:00 a.m. a 06:00 p.m. Jornado continua,VALLE DEL CAUCA,760044,-76.53276259,3.452948318,
CALI,(2)3797164,chipichape.occidente@4-72.com.co,AVENIDA 6 # 35-47 C.C. CHIPICHAPE BG 4 LOCAL 426,VALLE DEL CAUCA,De 9 a.m. a 1 p.m. y de 2 p.m. a 6:00 p.m.,VALLE DEL CAUCA,760046,-76.52614916,3.472935747,
CALI,(2) 4850477 EXT 2113,laflorapv.occidente@4-72.com.co,AVENIDA 3N # 52 N -33 B/ LA FLORA,VALLE DEL CAUCA,De 8:00 a.m. a 06:00 p.m. Jornado continua,VALLE DEL CAUCA,760050,-76.51359676,3.484207539,
TUQUERRES,(2)7280844,tuquerres.occidente@4-72.com.co,CARRERA 15 con CALLE 16 Esquina,NARIÑO,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,NARIÑO,525520,-77.61775084,1.088032763,
CALI,(2)5565609,sanfernando.occidente@4-72.com.co,CALLE  5 # 30-21,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,760042,-76.54212175,3.433262215,
CALI,(2) 3450724,unicentro.occidente@4-72.com.co,CARRERA  100 # 5-169 C.C. UNICENTRO LOCAL 602 Pasillo Pasoancho,VALLE DEL CAUCA,De 9:00 a.m. a 06:00 p.m. Jornado continua,VALLE DEL CAUCA,760032,-76.54177373,3.374054925,
CALI,,,Calle # 5 46-83 LOCAL 102 Centro Comercial Paseo de la Quinta.,VALLE DEL CAUCA,De 8:00 a.m. a 1 p.m. y de 2 p.m. a 6 p.m.,VALLE DEL CAUCA,760043,-76.54842854,3.418106929,
ARAUCA,(7)8851862,arauca.oriente@4-72.com.co,CALLE 22 N° 19-54,ARAUCA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,ARAUCA,810001,-70.75702075,7.086549034,
BARBOSA,(7)7486116,barbosa.oriente@4-72.com.co,CALLE 8 No. 9-50,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,684511,-73.61806745,5.932040126,
BARRANCABERMEJA,(7)6111431,barrancabermeja.oriente@4-72.com.co,CALLE 49 con CARRERA 11 Esquina,SANTANDER,De 8:00 a.m. a 06:00 p.m. Jornado continua,SANTANDER,687033,-73.86662773,7.058766385,
CUCUTA,(7)5838397,avenidacuarta.oriente@4-72.com.co,AVENIDA 4 # 14 - 62 B/ LAPLAYA,NORTE DE SANTANDER,De 8:00 a.m. a 06:00 p.m. Jornado continua,NORTE DE SANTANDER,540006,-72.50187085,7.882510648,
OCAÑA,(7)5623491,ocana.oriente@4-72.com.co,CALLE 12 # 12-51 CENTRO,NORTE DE SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,NORTE DE SANTANDER,546552,-73.35262694,8.234818705,
SAN GIL,(7)7241809,sangil.oriente@4-72.com.co,CARRERA 10 # 10-50,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,684031,-73.13218299,6.553493255,
SOCORRRO,(7)7275792,socorro.oriente@4-72.com.co,CARRERA 14 CON CALLE 15 ESQUINA,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,683551,-73.26121223,6.46856364,
VALLEDUPAR,(5)5744076,valledupar.oriente@4-72.com.co,CALLE 16A  # 7 44,CESAR,De 8:00 a.m. a 06:00 p.m. Jornado continua,CESAR,200001,-73.24523207,10.47564956,
BUCARAMANGA,(7)6470601,carrera33bucaramanga.oriente@4-72.com.co,CARRERA 33 # 48-30 loc 102,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,680003,-73.1111492,7.116261774,
FLORIDABLANCA,(7)6390888,laflorida.oriente@4-72.com.co,CALLE 31A # 26-89 Local 210,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,681004,-73.10493971,7.069658481,
FLORIDABLANCA,(7)6496983,floridablanca.oriente@4-72.com.co,CARRERA 10ª # 4- 01 esquina,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,681003,-73.08520061,7.063998256,
GIRON,(7)6469811,giron.oriente@4-72.com.co,CARRERA  26 # 40-41 local 101 c.c. poblado plaza,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,687541,-73.16941488,7.072544844,
BUCARAMANGA,(7)6970847- EXT.7120,provenza.oriente@4-72.com.co,CARRERA 26A  # 104-07,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,,0,0,
BUCARAMANGA,(7)6521796,Centrobucaramanga.oriente@4-72.com.co,CARRERA 16 # 37-85 CENTRO,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,680006,-73.12523803,7.117346237,
BUCARAMANGA,(7)6912505,pvsanfrancisco.oriente@4-72.com.co,CARRERA 22 # 21 - 78 LOCAL 6,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,680011,-73.12346835,7.127381261,
GIRON,6970847 EXT 7075,pvindustrial.giron@4-72.com.co,KM 7 # 16F - 60 VIA BUCARAMANGA - GIRÓN,SANTANDER,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,SANTANDER,,0,0,
CAMPOALEGRE,(8)8380150,campoalegre.sur@4-72.com.co,CRA 8 N.18-41,HUILA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,HUILA,413020,-75.32480413,2.684299961,
CHAPARRAL,(8)2460305,chaparral.sur@4-72.com.co,CRA 9 N.10-01,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,735560,-75.48501865,3.725803415,
ESPINAL,(8)2483533,espinal.sur@4-72.com.co,CL 11 N.6-20,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,733520,-74.88573839,4.150153792,
FLORENCIA,(8)4347576,pvflorencia.sur@4-72.com.co,CL 12 N.12-13 CENTRO,CAQUETA,De 8:00 a.m. a 06:00 p.m. Jornado continua,CAQUETA,,0,0,
GARZON,(8)8332085,garzon.sur@4-72.com.co,CL 8 N.7-51,HUILA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,HUILA,414020,-75.62630374,2.196256059,
GIRARDOT,(091)8351675,girardot.sur@4-72.com.co,CRA 11 N.18-06 EDIFICIO TELECOM,CUNDINAMARCA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,CUNDINAMARCA,252432,-74.80672011,4.297089729,
GUAMO,(8)2270121,elguamo.sur@4-72.com.co,CL 11 N.13-08 CENTRO,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,733540,-74.97411637,4.032171135,
LA PLATA,(8)8371337,laplata.sur@4-72.com.co,CRA 6 N.3-21 SAN SEBASTIAN,HUILA,De 8 a.m. a 12:30 m. y de 1:30 p.m. a 6 p.m.,HUILA,415060,-75.89327883,2.388318854,
LERIDA,(8)2891350,lerida.sur@4-72.com.co,CL 9 N.5 -25,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,731020,-74.90870596,4.863645059,
LIBANO,(8)2564759,libano.sur@4-72.com.co,CRA 9A N. 5 - 10,TOLIMA,De 8 a.m. a 12:30 m. y de 1:30 p.m. a 6 p.m.,TOLIMA,731040,0,0,
MARIQUITA,(8)2524199,mariquita.sur@4-72.com.co,CL 8 N.4-51,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,732020,-74.89526511,5.197898259,
MELGAR,(8)2454842,melgar.sur@4-72.com.co,CRA 24  N.5 - 50 LOCAL 3,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,734001,-74.64278427,4.205307054,
NEIVA,(8)8711552,pvneiva.sur@4-72.com.co,CL 7 N.6-36,HUILA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,HUILA,410010,-75.28720589,2.926517609,
PITALITO,(8)8360118,pitalito.sur@4-72.com.co,CALLE 2 N.3-20 CENTRO,HUILA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,HUILA,417030,-76.04825047,1.848876562,
IBAGUE,(8)2629290,principal.sur@4-72.com.co,CRA 5 N.31-28,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,730006,-75.22148057,4.439483606,
IBAGUE,(8)2624139,sanmiguel.sur@4-72.com.co,CRA 4 N.11-110 CENTRO,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,730006,-75.24018046,4.444474773,
IBAGUE,(8)2771595 Ext.8042,berlin.sur@4-72.com.co,CRA 16 SUR N. 90-66 PARQUE EMPRESARIAL BERLIN,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,,0,0,
IBAGUE,(8) 2745884,pvjordan.sur@4-72.com.co,CALLE 61B N.5-84 L-4 JORDAN 1 ETAPA,TOLIMA,De 8:00 a.m. a 12 p.m. y de 1 p.m. a 6 p.m.,TOLIMA,,0,0,
